team;league;season;gp_total;w_total;d_total;l_total;ppg_total;gp_home;w_home;d_home;l_home;ppg_home;gp_away;w_away;d_away;l_away;ppg_away;gf_per_match;ga_per_match;total_goals_per_match;over15_pct;over25_pct;over35_pct;btts_pct;ht_over05_pct;ht_over15_pct;corners_for_avg;corners_against_avg;total_corners_avg;scoring_rate_pct;conceding_rate_pct;clean_sheets_pct
Udinese;Italy - Serie A;2025/2026;11;4;3;4;1.36;5;2;2;1;1.6;6;2;1;3;1.17;1.09;1.55;2.64;82;45;27;64;91;36;4.27;5.27;9.55;82;82;18
