team;league;season;gp_total;w_total;d_total;l_total;ppg_total;gp_home;w_home;d_home;l_home;ppg_home;gp_away;w_away;d_away;l_away;ppg_away;gf_per_match;ga_per_match;total_goals_per_match;over15_pct;over25_pct;over35_pct;btts_pct;ht_over05_pct;ht_over15_pct;corners_for_avg;corners_against_avg;total_corners_avg;scoring_rate_pct;conceding_rate_pct;clean_sheets_pct
Cremonese;Italy - Serie A;2025/2026;11;3;5;3;1.27;5;1;3;1;1.2;6;2;2;2;1.33;1.09;1.18;2.27;73;36;18;64;64;27;2.91;6.45;9.36;73;73;27
