team;league;season;gp_total;w_total;d_total;l_total;ppg_total;gp_home;w_home;d_home;l_home;ppg_home;gp_away;w_away;d_away;l_away;ppg_away;gf_per_match;ga_per_match;total_goals_per_match;over15_pct;over25_pct;over35_pct;btts_pct;ht_over05_pct;ht_over15_pct;corners_for_avg;corners_against_avg;total_corners_avg;scoring_rate_pct;conceding_rate_pct;clean_sheets_pct
Atalanta;Italy - Serie A;2025/2026;11;2;7;2;1.18;6;1;4;1;1.17;5;1;3;1;1.2;1.18;1.0;2.18;82;27;9;64;73;27;6.09;3.45;9.55;73;82;18
