team;league;season;gp_total;w_total;d_total;l_total;ppg_total;gp_home;w_home;d_home;l_home;ppg_home;gp_away;w_away;d_away;l_away;ppg_away;gf_per_match;ga_per_match;total_goals_per_match;over15_pct;over25_pct;over35_pct;btts_pct;ht_over05_pct;ht_over15_pct;corners_for_avg;corners_against_avg;total_corners_avg;scoring_rate_pct;conceding_rate_pct;clean_sheets_pct
AS Roma;Italy - Serie A;2025/2026;11;8;0;3;2.18;6;4;0;2;2.0;5;4;0;1;2.4;1.09;0.45;1.55;36;18;0;18;64;9;5.82;3.64;9.45;73;45;55
