team;league;season;gp_total;w_total;d_total;l_total;ppg_total;gp_home;w_home;d_home;l_home;ppg_home;gp_away;w_away;d_away;l_away;ppg_away;gf_per_match;ga_per_match;total_goals_per_match;over15_pct;over25_pct;over35_pct;btts_pct;ht_over05_pct;ht_over15_pct;corners_for_avg;corners_against_avg;total_corners_avg;scoring_rate_pct;conceding_rate_pct;clean_sheets_pct
Bologna;Italy - Serie A;2025/2026;11;6;3;2;1.91;5;4;1;0;2.6;6;2;2;2;1.33;1.64;0.73;2.36;64;45;36;36;45;27;5.45;3.18;8.64;73;55;45
