team_name;matches_played;home_matches;away_matches;ppg_home;ppg_away;ppg_total;gf_home;gf_away;gf_total;gf_avg_home;gf_avg_away;gf_avg_total;ga_home;ga_away;ga_total;ga_avg_home;ga_avg_away;ga_avg_total;over15;over25;over35;under15;under25;btts_yes;btts_no;corners_for_home;corners_for_away;corners_for_avg;corners_against_home;corners_against_away;corners_against_avg;total_corners_avg
Real Oviedo;12;6;6;0.67;0.67;0.67;2;5;7;0.3333333333333333;0.8333333333333334;0.5833333333333334;10;10;20;1.6666666666666667;1.6666666666666667;1.6666666666666667;67;33;17;33;67;25;75;4.0;3.17;3.585;6.33;6.67;6.5;10.08
